totally 181724 train examples
starting training from scratch with gpu 0,1,2,3
learning rate decay at epoch[80, 160]
Epoch[0] Batch [20]	Speed: 279.55 samples/sec	accuracy=0.767857
Epoch[19] Batch [320]	Speed: 812.49 samples/sec	accuracy=0.999219
Epoch[19] Batch [340]	Speed: 775.20 samples/sec	accuracy=0.999023
Epoch[19] Batch [360]	Speed: 822.81 samples/sec	accuracy=0.999023
Epoch[19] Batch [380]	Speed: 794.61 samples/sec	accuracy=0.998633
Epoch[19] Batch [400]	Speed: 801.36 samples/sec	accuracy=0.998633
Epoch[19] Batch [420]	Speed: 800.82 samples/sec	accuracy=0.999609
Epoch[19] Batch [440]	Speed: 771.20 samples/sec	accuracy=0.999023
Epoch[19] Batch [460]	Speed: 797.64 samples/sec	accuracy=0.999023
Epoch[19] Batch [480]	Speed: 815.69 samples/sec	accuracy=0.998437
Epoch[19] Batch [500]	Speed: 791.93 samples/sec	accuracy=0.999219
Epoch[19] Batch [520]	Speed: 803.19 samples/sec	accuracy=0.999023
Epoch[19] Batch [540]	Speed: 819.48 samples/sec	accuracy=0.999023
Epoch[19] Batch [560]	Speed: 781.52 samples/sec	accuracy=0.999414
Epoch[19] Batch [580]	Speed: 804.39 samples/sec	accuracy=0.999414
Epoch[19] Batch [600]	Speed: 736.12 samples/sec	accuracy=0.998242
Epoch[19] Batch [620]	Speed: 833.15 samples/sec	accuracy=0.998242
Epoch[19] Batch [640]	Speed: 782.22 samples/sec	accuracy=0.999414
Epoch[19] Batch [660]	Speed: 785.26 samples/sec	accuracy=0.998828
Epoch[19] Batch [680]	Speed: 776.40 samples/sec	accuracy=0.998633
Epoch[19] Batch [700]	Speed: 785.23 samples/sec	accuracy=0.998437
Epoch[19] Train-accuracy=0.999566
Epoch[19] Time cost=227.885
Saved checkpoint to "/mnt/data-1/data/jiajie.tang/highway/output/exp2/mobilenet-0020.params"
Epoch[19] Validation-accuracy=0.994601
Epoch[20] Batch [20]	Speed: 794.73 samples/sec	accuracy=0.998326
Epoch[20] Batch [40]	Speed: 776.54 samples/sec	accuracy=0.997266
Epoch[20] Batch [60]	Speed: 787.94 samples/sec	accuracy=0.999609
Epoch[20] Batch [80]	Speed: 819.66 samples/sec	accuracy=0.998437
Epoch[20] Batch [100]	Speed: 789.43 samples/sec	accuracy=0.999219
Epoch[20] Batch [120]	Speed: 773.07 samples/sec	accuracy=0.999609
Epoch[20] Batch [140]	Speed: 790.95 samples/sec	accuracy=0.998828
Epoch[20] Batch [160]	Speed: 769.77 samples/sec	accuracy=0.999023
Epoch[20] Batch [180]	Speed: 831.45 samples/sec	accuracy=0.999219
Epoch[20] Batch [200]	Speed: 855.52 samples/sec	accuracy=0.998047
Epoch[20] Batch [220]	Speed: 839.50 samples/sec	accuracy=0.999609
Epoch[20] Batch [240]	Speed: 794.06 samples/sec	accuracy=0.999219
Epoch[20] Batch [260]	Speed: 873.60 samples/sec	accuracy=0.998828
Epoch[20] Batch [280]	Speed: 765.88 samples/sec	accuracy=0.998828
Epoch[20] Batch [300]	Speed: 776.03 samples/sec	accuracy=0.999219
Epoch[20] Batch [320]	Speed: 832.56 samples/sec	accuracy=0.999414
Epoch[20] Batch [340]	Speed: 827.14 samples/sec	accuracy=0.998828
Epoch[20] Batch [360]	Speed: 784.16 samples/sec	accuracy=0.999023
Epoch[20] Batch [380]	Speed: 774.93 samples/sec	accuracy=0.999023
Epoch[20] Batch [400]	Speed: 835.88 samples/sec	accuracy=0.999414
Epoch[20] Batch [420]	Speed: 816.22 samples/sec	accuracy=0.998828
Epoch[20] Batch [440]	Speed: 783.91 samples/sec	accuracy=0.998633
Epoch[20] Batch [460]	Speed: 834.69 samples/sec	accuracy=0.999219
Epoch[20] Batch [480]	Speed: 766.94 samples/sec	accuracy=0.999023
Epoch[20] Batch [500]	Speed: 825.93 samples/sec	accuracy=0.999023
Epoch[20] Batch [520]	Speed: 756.13 samples/sec	accuracy=0.999219
Epoch[20] Batch [540]	Speed: 830.65 samples/sec	accuracy=0.999609
Epoch[20] Batch [560]	Speed: 830.66 samples/sec	accuracy=0.999609
Epoch[20] Batch [580]	Speed: 820.25 samples/sec	accuracy=0.999414
Epoch[20] Batch [600]	Speed: 787.42 samples/sec	accuracy=0.999023
Epoch[20] Batch [620]	Speed: 851.49 samples/sec	accuracy=0.998633
Epoch[20] Batch [640]	Speed: 815.25 samples/sec	accuracy=0.998633
Epoch[20] Batch [660]	Speed: 812.01 samples/sec	accuracy=0.999219
Epoch[20] Batch [680]	Speed: 835.12 samples/sec	accuracy=0.998633
Epoch[20] Batch [700]	Speed: 825.72 samples/sec	accuracy=0.999023
Epoch[20] Train-accuracy=0.998047
Epoch[20] Time cost=224.721
Epoch[20] Validation-accuracy=0.996601
Epoch[21] Batch [20]	Speed: 796.45 samples/sec	accuracy=0.999442
Epoch[21] Batch [40]	Speed: 846.95 samples/sec	accuracy=0.999023
Epoch[21] Batch [60]	Speed: 790.55 samples/sec	accuracy=0.998437
Epoch[21] Batch [80]	Speed: 844.58 samples/sec	accuracy=0.999414
Epoch[21] Batch [100]	Speed: 788.68 samples/sec	accuracy=0.999609
Epoch[21] Batch [120]	Speed: 772.02 samples/sec	accuracy=0.998828
Epoch[21] Batch [140]	Speed: 810.09 samples/sec	accuracy=0.999219
Epoch[21] Batch [160]	Speed: 809.06 samples/sec	accuracy=0.998633
Epoch[21] Batch [180]	Speed: 792.13 samples/sec	accuracy=0.999023
Epoch[21] Batch [200]	Speed: 787.98 samples/sec	accuracy=0.998437
Epoch[21] Batch [220]	Speed: 803.01 samples/sec	accuracy=0.999805
Epoch[21] Batch [240]	Speed: 798.54 samples/sec	accuracy=0.999414
Epoch[21] Batch [260]	Speed: 803.79 samples/sec	accuracy=0.998828
Epoch[21] Batch [280]	Speed: 823.85 samples/sec	accuracy=0.999414
Epoch[21] Batch [300]	Speed: 791.80 samples/sec	accuracy=0.999805
Epoch[21] Batch [320]	Speed: 792.69 samples/sec	accuracy=0.999414
Epoch[21] Batch [340]	Speed: 847.92 samples/sec	accuracy=0.999219
Epoch[21] Batch [360]	Speed: 794.00 samples/sec	accuracy=0.999609
Epoch[21] Batch [380]	Speed: 777.95 samples/sec	accuracy=0.999414
Epoch[21] Batch [400]	Speed: 787.96 samples/sec	accuracy=0.999414
Epoch[21] Batch [420]	Speed: 861.81 samples/sec	accuracy=1.000000
Epoch[21] Batch [440]	Speed: 823.17 samples/sec	accuracy=0.999414
Epoch[21] Batch [460]	Speed: 789.17 samples/sec	accuracy=0.999609
Epoch[21] Batch [480]	Speed: 772.13 samples/sec	accuracy=0.998242
Epoch[21] Batch [500]	Speed: 842.09 samples/sec	accuracy=0.999805
Epoch[21] Batch [520]	Speed: 760.81 samples/sec	accuracy=0.999023
Epoch[21] Batch [540]	Speed: 828.89 samples/sec	accuracy=0.999414
Epoch[21] Batch [560]	Speed: 832.22 samples/sec	accuracy=0.999805
Epoch[21] Batch [580]	Speed: 835.98 samples/sec	accuracy=1.000000
Epoch[21] Batch [600]	Speed: 790.99 samples/sec	accuracy=0.999805
Epoch[21] Batch [620]	Speed: 834.61 samples/sec	accuracy=0.999609
Epoch[21] Batch [640]	Speed: 756.19 samples/sec	accuracy=0.999414
Epoch[21] Batch [660]	Speed: 826.54 samples/sec	accuracy=0.999219
Epoch[21] Batch [680]	Speed: 794.11 samples/sec	accuracy=0.999609
Epoch[21] Batch [700]	Speed: 773.20 samples/sec	accuracy=0.999219
Epoch[21] Train-accuracy=0.999132
Epoch[21] Time cost=225.643
Epoch[21] Validation-accuracy=0.997323
Epoch[22] Batch [20]	Speed: 782.83 samples/sec	accuracy=0.999628
Epoch[22] Batch [40]	Speed: 804.67 samples/sec	accuracy=0.999219
Epoch[22] Batch [60]	Speed: 819.42 samples/sec	accuracy=0.998633
Epoch[22] Batch [80]	Speed: 831.05 samples/sec	accuracy=0.999219
Epoch[22] Batch [100]	Speed: 800.16 samples/sec	accuracy=0.999414
Epoch[22] Batch [120]	Speed: 802.59 samples/sec	accuracy=0.999414
Epoch[22] Batch [140]	Speed: 823.95 samples/sec	accuracy=0.999219
Epoch[22] Batch [160]	Speed: 774.52 samples/sec	accuracy=0.999414
Epoch[22] Batch [180]	Speed: 801.17 samples/sec	accuracy=0.999219
Epoch[22] Batch [200]	Speed: 800.59 samples/sec	accuracy=0.999609
Epoch[22] Batch [220]	Speed: 890.63 samples/sec	accuracy=0.999609
Epoch[22] Batch [240]	Speed: 801.78 samples/sec	accuracy=0.999414
Epoch[22] Batch [260]	Speed: 832.62 samples/sec	accuracy=0.999609
Epoch[22] Batch [280]	Speed: 796.59 samples/sec	accuracy=0.998437
Epoch[22] Batch [300]	Speed: 768.71 samples/sec	accuracy=0.999414
Epoch[22] Batch [320]	Speed: 839.13 samples/sec	accuracy=0.999023
Epoch[22] Batch [340]	Speed: 852.74 samples/sec	accuracy=0.999414
Epoch[22] Batch [360]	Speed: 786.10 samples/sec	accuracy=0.999219
Epoch[22] Batch [380]	Speed: 791.41 samples/sec	accuracy=0.999219
Epoch[22] Batch [400]	Speed: 816.42 samples/sec	accuracy=0.999609
Epoch[22] Batch [420]	Speed: 786.09 samples/sec	accuracy=0.999414
Epoch[22] Batch [440]	Speed: 819.03 samples/sec	accuracy=0.999414
Epoch[22] Batch [460]	Speed: 797.29 samples/sec	accuracy=0.999414
Epoch[22] Batch [480]	Speed: 805.94 samples/sec	accuracy=0.999609
Epoch[22] Batch [500]	Speed: 842.14 samples/sec	accuracy=0.999414
Epoch[22] Batch [520]	Speed: 786.95 samples/sec	accuracy=0.998633
Epoch[22] Batch [540]	Speed: 789.99 samples/sec	accuracy=0.999023
Epoch[22] Batch [560]	Speed: 873.19 samples/sec	accuracy=0.999414
Epoch[22] Batch [580]	Speed: 793.28 samples/sec	accuracy=0.999414
Epoch[22] Batch [600]	Speed: 821.67 samples/sec	accuracy=0.999609
Epoch[22] Batch [620]	Speed: 804.06 samples/sec	accuracy=0.999609
Epoch[22] Batch [640]	Speed: 814.87 samples/sec	accuracy=0.999023
Epoch[22] Batch [660]	Speed: 798.81 samples/sec	accuracy=0.999609
Epoch[22] Batch [680]	Speed: 773.65 samples/sec	accuracy=0.998242
Epoch[22] Batch [700]	Speed: 839.37 samples/sec	accuracy=0.997852
Epoch[22] Train-accuracy=1.000000
Epoch[22] Time cost=224.548
Epoch[22] Validation-accuracy=0.996270
Epoch[23] Batch [20]	Speed: 778.67 samples/sec	accuracy=0.998884
Epoch[23] Batch [40]	Speed: 813.82 samples/sec	accuracy=0.999609
Epoch[23] Batch [60]	Speed: 807.87 samples/sec	accuracy=0.999414
Epoch[23] Batch [80]	Speed: 819.86 samples/sec	accuracy=0.999219
Epoch[23] Batch [100]	Speed: 846.42 samples/sec	accuracy=0.998828
Epoch[23] Batch [120]	Speed: 811.16 samples/sec	accuracy=0.998828
Epoch[23] Batch [140]	Speed: 784.32 samples/sec	accuracy=0.998437
Epoch[23] Batch [160]	Speed: 844.49 samples/sec	accuracy=0.998633
Epoch[23] Batch [180]	Speed: 760.14 samples/sec	accuracy=0.999805
Epoch[23] Batch [200]	Speed: 805.29 samples/sec	accuracy=0.998437
Epoch[23] Batch [220]	Speed: 809.84 samples/sec	accuracy=0.999414
Epoch[23] Batch [240]	Speed: 794.90 samples/sec	accuracy=0.999609
Epoch[23] Batch [260]	Speed: 767.02 samples/sec	accuracy=0.999805
Epoch[23] Batch [280]	Speed: 786.60 samples/sec	accuracy=0.999219
Epoch[23] Batch [300]	Speed: 803.75 samples/sec	accuracy=0.999023
Epoch[23] Batch [320]	Speed: 804.59 samples/sec	accuracy=0.999023
Epoch[23] Batch [340]	Speed: 833.12 samples/sec	accuracy=0.999219
Epoch[23] Batch [360]	Speed: 780.39 samples/sec	accuracy=0.999219
Epoch[23] Batch [380]	Speed: 822.94 samples/sec	accuracy=0.999609
Epoch[23] Batch [400]	Speed: 784.35 samples/sec	accuracy=0.999609
Epoch[23] Batch [420]	Speed: 802.95 samples/sec	accuracy=0.999805
Epoch[23] Batch [440]	Speed: 813.07 samples/sec	accuracy=1.000000
Epoch[23] Batch [460]	Speed: 759.81 samples/sec	accuracy=0.999609
Epoch[23] Batch [480]	Speed: 791.85 samples/sec	accuracy=0.999609
Epoch[23] Batch [500]	Speed: 804.29 samples/sec	accuracy=1.000000
Epoch[23] Batch [520]	Speed: 794.23 samples/sec	accuracy=0.999219
Epoch[23] Batch [540]	Speed: 798.26 samples/sec	accuracy=0.998828
Epoch[23] Batch [560]	Speed: 801.40 samples/sec	accuracy=0.999609
Epoch[23] Batch [580]	Speed: 808.71 samples/sec	accuracy=1.000000
Epoch[23] Batch [600]	Speed: 805.17 samples/sec	accuracy=0.999609
Epoch[23] Batch [620]	Speed: 774.42 samples/sec	accuracy=0.999414
Epoch[23] Batch [640]	Speed: 783.27 samples/sec	accuracy=0.999414
Epoch[23] Batch [660]	Speed: 796.66 samples/sec	accuracy=1.000000
Epoch[23] Batch [680]	Speed: 822.07 samples/sec	accuracy=0.999219
Epoch[23] Batch [700]	Speed: 807.40 samples/sec	accuracy=0.999414
Epoch[23] Train-accuracy=0.998698
Epoch[23] Time cost=226.658
Epoch[23] Validation-accuracy=0.997345
Epoch[24] Batch [20]	Speed: 780.74 samples/sec	accuracy=0.999628
Epoch[24] Batch [40]	Speed: 820.95 samples/sec	accuracy=0.999805
Epoch[24] Batch [60]	Speed: 821.90 samples/sec	accuracy=0.999609
Epoch[24] Batch [80]	Speed: 828.69 samples/sec	accuracy=0.999609
Epoch[24] Batch [100]	Speed: 812.52 samples/sec	accuracy=0.999414
Epoch[24] Batch [120]	Speed: 820.74 samples/sec	accuracy=0.999023
Epoch[24] Batch [140]	Speed: 818.52 samples/sec	accuracy=0.999414
Epoch[24] Batch [160]	Speed: 772.54 samples/sec	accuracy=0.998633
Epoch[24] Batch [180]	Speed: 804.06 samples/sec	accuracy=0.999219
Epoch[24] Batch [200]	Speed: 752.75 samples/sec	accuracy=0.999414
Epoch[24] Batch [220]	Speed: 822.13 samples/sec	accuracy=0.999609
Epoch[24] Batch [240]	Speed: 751.07 samples/sec	accuracy=0.999805
Epoch[24] Batch [260]	Speed: 826.46 samples/sec	accuracy=0.999414
Epoch[24] Batch [280]	Speed: 828.98 samples/sec	accuracy=0.999023
Epoch[24] Batch [300]	Speed: 817.25 samples/sec	accuracy=0.999414
Epoch[24] Batch [320]	Speed: 794.03 samples/sec	accuracy=0.999609
Epoch[24] Batch [340]	Speed: 790.46 samples/sec	accuracy=0.999805
Epoch[24] Batch [360]	Speed: 788.40 samples/sec	accuracy=0.999609
Epoch[24] Batch [380]	Speed: 802.17 samples/sec	accuracy=0.998828
Epoch[24] Batch [400]	Speed: 808.35 samples/sec	accuracy=0.999414
Epoch[24] Batch [420]	Speed: 790.22 samples/sec	accuracy=0.999805
Epoch[24] Batch [440]	Speed: 833.39 samples/sec	accuracy=0.999609
Epoch[24] Batch [460]	Speed: 830.22 samples/sec	accuracy=0.999219
Epoch[24] Batch [480]	Speed: 832.31 samples/sec	accuracy=0.999414
Epoch[24] Batch [500]	Speed: 795.62 samples/sec	accuracy=0.999805
Epoch[24] Batch [520]	Speed: 859.57 samples/sec	accuracy=0.999805
Epoch[24] Batch [540]	Speed: 820.48 samples/sec	accuracy=0.999414
Epoch[24] Batch [560]	Speed: 803.17 samples/sec	accuracy=0.999805
Epoch[24] Batch [580]	Speed: 831.00 samples/sec	accuracy=0.999805
Epoch[24] Batch [600]	Speed: 758.19 samples/sec	accuracy=0.999609
Epoch[24] Batch [620]	Speed: 826.39 samples/sec	accuracy=0.999805
Epoch[24] Batch [640]	Speed: 834.81 samples/sec	accuracy=1.000000
Epoch[24] Batch [660]	Speed: 830.45 samples/sec	accuracy=0.999805
Epoch[24] Batch [680]	Speed: 802.83 samples/sec	accuracy=0.999414
Epoch[24] Batch [700]	Speed: 759.15 samples/sec	accuracy=0.999219
Epoch[24] Train-accuracy=1.000000
Epoch[24] Time cost=225.220
Saved checkpoint to "/mnt/data-1/data/jiajie.tang/highway/output/exp2/mobilenet-0025.params"
Epoch[24] Validation-accuracy=0.997131
Epoch[25] Batch [20]	Speed: 807.35 samples/sec	accuracy=0.999442
Epoch[25] Batch [40]	Speed: 797.98 samples/sec	accuracy=0.999609
Epoch[25] Batch [60]	Speed: 817.64 samples/sec	accuracy=0.999023
Epoch[25] Batch [80]	Speed: 843.54 samples/sec	accuracy=0.999219
Epoch[25] Batch [100]	Speed: 775.45 samples/sec	accuracy=0.999609
Epoch[25] Batch [120]	Speed: 750.66 samples/sec	accuracy=0.998828
Epoch[25] Batch [140]	Speed: 774.37 samples/sec	accuracy=0.999609
Epoch[25] Batch [160]	Speed: 768.14 samples/sec	accuracy=0.999609
Epoch[25] Batch [180]	Speed: 795.49 samples/sec	accuracy=0.999023
Epoch[25] Batch [200]	Speed: 814.54 samples/sec	accuracy=0.999219
Epoch[25] Batch [220]	Speed: 759.75 samples/sec	accuracy=0.999414
Epoch[25] Batch [240]	Speed: 800.65 samples/sec	accuracy=0.999414
Epoch[25] Batch [260]	Speed: 822.24 samples/sec	accuracy=0.999805
Epoch[25] Batch [280]	Speed: 797.80 samples/sec	accuracy=0.999219
Epoch[25] Batch [300]	Speed: 829.04 samples/sec	accuracy=0.998828
Epoch[25] Batch [320]	Speed: 812.44 samples/sec	accuracy=0.998828
Epoch[25] Batch [340]	Speed: 820.38 samples/sec	accuracy=0.999805
Epoch[25] Batch [360]	Speed: 788.43 samples/sec	accuracy=0.999414
Epoch[25] Batch [380]	Speed: 812.90 samples/sec	accuracy=0.998633
Epoch[25] Batch [400]	Speed: 777.92 samples/sec	accuracy=0.999219
Epoch[25] Batch [420]	Speed: 811.25 samples/sec	accuracy=0.999414
Epoch[25] Batch [440]	Speed: 801.64 samples/sec	accuracy=1.000000
Epoch[25] Batch [460]	Speed: 822.19 samples/sec	accuracy=0.999805
Epoch[25] Batch [480]	Speed: 858.95 samples/sec	accuracy=0.999414
Epoch[25] Batch [500]	Speed: 821.71 samples/sec	accuracy=0.999609
Epoch[25] Batch [520]	Speed: 793.82 samples/sec	accuracy=0.999414
Epoch[25] Batch [540]	Speed: 776.43 samples/sec	accuracy=0.999609
Epoch[25] Batch [560]	Speed: 831.27 samples/sec	accuracy=0.999219
Epoch[25] Batch [580]	Speed: 775.12 samples/sec	accuracy=0.999609
Epoch[25] Batch [600]	Speed: 831.06 samples/sec	accuracy=1.000000
Epoch[25] Batch [620]	Speed: 808.54 samples/sec	accuracy=0.999609
Epoch[25] Batch [640]	Speed: 833.32 samples/sec	accuracy=0.999609
Epoch[25] Batch [660]	Speed: 784.22 samples/sec	accuracy=0.999414
Epoch[25] Batch [680]	Speed: 805.70 samples/sec	accuracy=0.999609
Epoch[25] Batch [700]	Speed: 789.15 samples/sec	accuracy=0.999414
Epoch[25] Train-accuracy=0.999132
Epoch[25] Time cost=226.509
Epoch[25] Validation-accuracy=0.998168
Epoch[26] Batch [20]	Speed: 814.85 samples/sec	accuracy=0.999256
Epoch[26] Batch [40]	Speed: 783.20 samples/sec	accuracy=0.998242
Epoch[26] Batch [60]	Speed: 790.34 samples/sec	accuracy=0.999414
Epoch[26] Batch [80]	Speed: 771.43 samples/sec	accuracy=0.999414
Epoch[26] Batch [100]	Speed: 812.02 samples/sec	accuracy=0.999023
Epoch[26] Batch [120]	Speed: 829.49 samples/sec	accuracy=0.999219
Epoch[26] Batch [140]	Speed: 795.29 samples/sec	accuracy=0.999219
Epoch[26] Batch [160]	Speed: 801.87 samples/sec	accuracy=0.998828
Epoch[26] Batch [180]	Speed: 795.13 samples/sec	accuracy=0.999023
Epoch[26] Batch [200]	Speed: 812.38 samples/sec	accuracy=0.999023
Epoch[26] Batch [220]	Speed: 814.40 samples/sec	accuracy=0.998828
Epoch[26] Batch [240]	Speed: 787.57 samples/sec	accuracy=0.999805
Epoch[26] Batch [260]	Speed: 802.60 samples/sec	accuracy=0.999023
Epoch[26] Batch [280]	Speed: 803.68 samples/sec	accuracy=0.999805
Epoch[26] Batch [300]	Speed: 819.15 samples/sec	accuracy=0.999414
Epoch[26] Batch [320]	Speed: 829.40 samples/sec	accuracy=0.999609
Epoch[26] Batch [340]	Speed: 808.90 samples/sec	accuracy=0.999219
Epoch[26] Batch [360]	Speed: 786.98 samples/sec	accuracy=0.999609
Epoch[26] Batch [380]	Speed: 807.54 samples/sec	accuracy=0.999805
Epoch[26] Batch [400]	Speed: 811.40 samples/sec	accuracy=0.999609
Epoch[26] Batch [420]	Speed: 795.37 samples/sec	accuracy=0.999609
Epoch[26] Batch [440]	Speed: 778.22 samples/sec	accuracy=0.997852
Epoch[26] Batch [460]	Speed: 769.50 samples/sec	accuracy=0.999023
Epoch[26] Batch [480]	Speed: 791.45 samples/sec	accuracy=0.999023
Epoch[26] Batch [500]	Speed: 789.44 samples/sec	accuracy=0.999805
Epoch[26] Batch [520]	Speed: 814.50 samples/sec	accuracy=0.999219
Epoch[26] Batch [540]	Speed: 798.52 samples/sec	accuracy=0.999023
Epoch[26] Batch [560]	Speed: 782.09 samples/sec	accuracy=0.999219
Epoch[26] Batch [580]	Speed: 813.68 samples/sec	accuracy=0.999414
Epoch[26] Batch [600]	Speed: 802.57 samples/sec	accuracy=0.998828
Epoch[26] Batch [620]	Speed: 782.79 samples/sec	accuracy=0.999414
Epoch[26] Batch [640]	Speed: 782.87 samples/sec	accuracy=0.999609
Epoch[26] Batch [660]	Speed: 797.61 samples/sec	accuracy=0.999414
Epoch[26] Batch [680]	Speed: 792.11 samples/sec	accuracy=0.999023
Epoch[26] Batch [700]	Speed: 779.33 samples/sec	accuracy=0.999219
Epoch[26] Train-accuracy=0.999566
Epoch[26] Time cost=227.254
Epoch[26] Validation-accuracy=0.997191
Epoch[27] Batch [20]	Speed: 750.45 samples/sec	accuracy=0.999442
Epoch[27] Batch [40]	Speed: 907.65 samples/sec	accuracy=0.999609
Epoch[27] Batch [60]	Speed: 791.12 samples/sec	accuracy=0.999414
Epoch[27] Batch [80]	Speed: 875.26 samples/sec	accuracy=0.999414
Epoch[27] Batch [100]	Speed: 837.92 samples/sec	accuracy=0.999414
Epoch[27] Batch [120]	Speed: 744.91 samples/sec	accuracy=0.999609
Epoch[27] Batch [140]	Speed: 809.38 samples/sec	accuracy=0.999219
Epoch[27] Batch [160]	Speed: 806.73 samples/sec	accuracy=1.000000
Epoch[27] Batch [180]	Speed: 791.34 samples/sec	accuracy=1.000000
Epoch[27] Batch [200]	Speed: 792.22 samples/sec	accuracy=0.999609
Epoch[27] Batch [220]	Speed: 806.68 samples/sec	accuracy=1.000000
Epoch[27] Batch [240]	Speed: 807.48 samples/sec	accuracy=0.999805
Epoch[27] Batch [260]	Speed: 862.39 samples/sec	accuracy=0.999609
Epoch[27] Batch [280]	Speed: 792.47 samples/sec	accuracy=0.999609
Epoch[27] Batch [300]	Speed: 827.24 samples/sec	accuracy=1.000000
Epoch[27] Batch [320]	Speed: 739.17 samples/sec	accuracy=0.999805
Epoch[27] Batch [340]	Speed: 808.68 samples/sec	accuracy=0.999609
Epoch[27] Batch [360]	Speed: 824.23 samples/sec	accuracy=0.999805
Epoch[27] Batch [380]	Speed: 803.89 samples/sec	accuracy=0.999023
Epoch[27] Batch [400]	Speed: 809.98 samples/sec	accuracy=1.000000
Epoch[27] Batch [420]	Speed: 842.75 samples/sec	accuracy=1.000000
Epoch[27] Batch [440]	Speed: 828.46 samples/sec	accuracy=0.999414
Epoch[27] Batch [460]	Speed: 786.72 samples/sec	accuracy=0.999609
Epoch[27] Batch [480]	Speed: 799.31 samples/sec	accuracy=0.999414
Epoch[27] Batch [500]	Speed: 805.30 samples/sec	accuracy=1.000000
Epoch[27] Batch [520]	Speed: 779.45 samples/sec	accuracy=0.999414
Epoch[27] Batch [540]	Speed: 817.07 samples/sec	accuracy=0.999805
Epoch[27] Batch [560]	Speed: 830.81 samples/sec	accuracy=0.999805
Epoch[27] Batch [580]	Speed: 834.41 samples/sec	accuracy=0.999414
Epoch[27] Batch [600]	Speed: 787.83 samples/sec	accuracy=0.999609
Epoch[27] Batch [620]	Speed: 791.23 samples/sec	accuracy=0.999609
Epoch[27] Batch [640]	Speed: 774.76 samples/sec	accuracy=0.999609
Epoch[27] Batch [660]	Speed: 824.70 samples/sec	accuracy=0.999609
Epoch[27] Batch [680]	Speed: 834.62 samples/sec	accuracy=0.998828
Epoch[27] Batch [700]	Speed: 825.86 samples/sec	accuracy=0.999219
Epoch[27] Train-accuracy=0.999512
Epoch[27] Time cost=224.425
Epoch[27] Validation-accuracy=0.997352
Epoch[28] Batch [20]	Speed: 799.08 samples/sec	accuracy=0.999628
Epoch[28] Batch [40]	Speed: 838.04 samples/sec	accuracy=0.999805
Epoch[28] Batch [60]	Speed: 789.40 samples/sec	accuracy=0.999609
Epoch[28] Batch [80]	Speed: 806.64 samples/sec	accuracy=0.999805
Epoch[28] Batch [100]	Speed: 756.94 samples/sec	accuracy=0.999609
Epoch[28] Batch [120]	Speed: 764.23 samples/sec	accuracy=0.999219
Epoch[28] Batch [140]	Speed: 830.97 samples/sec	accuracy=0.999805
Epoch[28] Batch [160]	Speed: 796.41 samples/sec	accuracy=0.999609
Epoch[28] Batch [180]	Speed: 830.46 samples/sec	accuracy=0.999414
Epoch[28] Batch [200]	Speed: 759.09 samples/sec	accuracy=0.999414
Epoch[28] Batch [220]	Speed: 773.03 samples/sec	accuracy=0.999609
Epoch[28] Batch [240]	Speed: 770.97 samples/sec	accuracy=1.000000
Epoch[28] Batch [260]	Speed: 813.75 samples/sec	accuracy=0.999805
Epoch[28] Batch [280]	Speed: 790.61 samples/sec	accuracy=0.999414
Epoch[28] Batch [300]	Speed: 819.42 samples/sec	accuracy=0.999805
Epoch[28] Batch [320]	Speed: 818.18 samples/sec	accuracy=0.999805
Epoch[28] Batch [340]	Speed: 852.66 samples/sec	accuracy=0.999609
Epoch[28] Batch [360]	Speed: 828.23 samples/sec	accuracy=0.999805
Epoch[28] Batch [380]	Speed: 784.66 samples/sec	accuracy=1.000000
Epoch[28] Batch [400]	Speed: 843.32 samples/sec	accuracy=0.999805
Epoch[28] Batch [420]	Speed: 831.27 samples/sec	accuracy=1.000000
Epoch[28] Batch [440]	Speed: 788.52 samples/sec	accuracy=1.000000
Epoch[28] Batch [460]	Speed: 867.89 samples/sec	accuracy=0.999805
Epoch[28] Batch [480]	Speed: 756.00 samples/sec	accuracy=0.999805
Epoch[28] Batch [500]	Speed: 814.31 samples/sec	accuracy=0.999805
Epoch[28] Batch [520]	Speed: 809.00 samples/sec	accuracy=0.999609
Epoch[28] Batch [540]	Speed: 817.77 samples/sec	accuracy=0.999805
Epoch[28] Batch [560]	Speed: 767.28 samples/sec	accuracy=1.000000
Epoch[28] Batch [580]	Speed: 825.43 samples/sec	accuracy=0.999609
Epoch[28] Batch [600]	Speed: 882.16 samples/sec	accuracy=0.999219
Epoch[28] Batch [620]	Speed: 781.54 samples/sec	accuracy=0.999609
Epoch[28] Batch [640]	Speed: 765.08 samples/sec	accuracy=0.999414
Epoch[28] Batch [660]	Speed: 846.36 samples/sec	accuracy=0.999805
Epoch[28] Batch [680]	Speed: 819.08 samples/sec	accuracy=0.999609
Epoch[28] Batch [700]	Speed: 782.13 samples/sec	accuracy=0.999609
Epoch[28] Train-accuracy=1.000000
Epoch[28] Time cost=225.494
Epoch[28] Validation-accuracy=0.998069
Epoch[29] Batch [20]	Speed: 825.29 samples/sec	accuracy=0.999814
Epoch[29] Batch [40]	Speed: 815.91 samples/sec	accuracy=0.999805
Epoch[29] Batch [60]	Speed: 767.83 samples/sec	accuracy=0.999609
Epoch[29] Batch [80]	Speed: 780.94 samples/sec	accuracy=0.999805
